name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,price
"Veal, cooked, external fat only",100 g,540,53g,18g,85mg,103.00 mg,41.9 mg,0.00 mcg,0.00 mcg,4.160 mg,0.390 mg,0.160 mg,0.053 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.61 mcg,0.214 mg,0.0 mg,142.00 IU,0.45 mg,0.45 mg,2.4 mcg,58.00 mg,0.074 mg,1.09 mg,26.00 mg,0.044 mg,168.00 mg,152.00 mg,9.8 mcg,1.42 mg,15.28 g,0.909 g,0.899 g,1.318 g,0.172 g,2.417 g,0.785 g,0.555 g,0.084 g,0.753 g,1.216 g,1.259 g,0.357 g,0.617 g,0.638 g,0.573 g,0.668 g,0.155 g,0.487 g,0.845 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,53.23 g,17.754 g,23.864 g,1.709 g,85.00 mg,0.0 g,0.60 g,0.00 mg,0.00 mg,32.69 g,2.4472
"Puddings, ready-to-eat, vanilla",100 g,130,3.8g,1g,1mg,142.00 mg,6.2 mg,2.00 mcg,0.00 mcg,0.057 mg,0.153 mg,0.071 mg,0.019 mg,6.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.15 mcg,0.019 mg,0.2 mg,0.00 IU,0.30 mg,0.30 mg,0.6 mcg,49.00 mg,0.018 mg,0.09 mg,4.00 mg,0.011 mg,41.00 mg,65.00 mg,0.0 mcg,0.16 mg,1.45 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.60 g,0.0 g,16.97 g,0.00 g,0.00 g,0.00 g,1.80 g,0.00 g,15.17 g,3.78 g,1.016 g,2.286 g,0.087 g,1.00 mg,0.0 g,0.51 g,0.00 mg,0.00 mg,71.66 g,0.3325
"Mushrooms, stir-fried, shiitake",100 g,39,0.4g,,0,5.00 mg,59.4 mg,14.00 mcg,0.00 mcg,3.870 mg,1.360 mg,0.274 mg,0.099 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.174 mg,0.0 mg,21.00 IU,0.00 mg,0.00 mg,0.0 mcg,2.00 mg,0.163 mg,0.53 mg,19.00 mg,0.223 mg,111.00 mg,326.00 mg,6.3 mcg,0.96 mg,3.45 g,0.165 g,0.154 g,0.296 g,0.022 g,0.670 g,0.143 g,0.055 g,0,0.110 g,0.187 g,0.132 g,0.033 g,0.110 g,0.099 g,0.143 g,0.132 g,0.011 g,0.077 g,0.143 g,7.68 g,3.6 g,0.30 g,0.00 g,0.00 g,0.30 g,0.00 g,0.00 g,0.00 g,0.35 g,0.030 g,0.000 g,0.140 g,0.00 mg,0.0 g,0.78 g,0.00 mg,0.00 mg,87.74 g,1.8487
"TACO BELL, Soft Taco with steak",100 g,225,12g,3.4g,31mg,551.00 mg,0,37.00 mcg,22.00 mcg,2.975 mg,0.260 mg,0.194 mg,0.307 mg,23.00 IU,1.00 mcg,0.00 mcg,14.00 mcg,0.00 mcg,0,0,0.96 mcg,0.085 mg,0,0,0.43 mg,0.43 mg,20.8 mcg,117.00 mg,0.113 mg,2.22 mg,21.00 mg,0.220 mg,155.00 mg,183.00 mg,13.1 mcg,2.15 mg,11.81 g,0.567 g,0.618 g,1.055 g,0.147 g,2.399 g,0.460 g,0.325 g,0,0.500 g,0.927 g,0.815 g,0.252 g,0.545 g,0.760 g,0.547 g,0.502 g,0.145 g,0.388 g,0.562 g,17.22 g,1.6 g,0,0.63 g,0,0.22 g,0.15 g,0.17 g,0.15 g,12.10 g,3.369 g,3.937 g,3.485 g,31.00 mg,0,2.05 g,0,0,56.82 g,0.5719
"Vitasoy USA Azumaya, Firm Tofu",100 g,80,4.2g,0.5g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52 g,0.6 g,0.40 g,0,0,0,0,0,0,4.20 g,0.500 g,1.200 g,2.500 g,0.00 mg,0,1.20 g,0,0,84.00 g,0.5985
"Peppers, sauteed, green, sweet",100 g,127,12g,1.6g,0,17.00 mg,4.8 mg,2.00 mcg,0,0.582 mg,0.111 mg,0.048 mg,0.042 mg,273.00 IU,14.00 mcg,42.00 mcg,135.00 mcg,17.00 mcg,0,0,0.00 mcg,0.196 mg,177.0 mg,0.00 IU,1.40 mg,1.40 mg,21.3 mcg,8.00 mg,0.017 mg,0.30 mg,8.00 mg,0.062 mg,15.00 mg,134.00 mg,0.6 mcg,0.06 mg,0.78 g,0.033 g,0.024 g,0.189 g,0.011 g,0.176 g,0.027 g,0.009 g,0,0.022 g,0.033 g,0.036 g,0.007 g,0.084 g,0.022 g,0.049 g,0.033 g,0.011 g,0.011 g,0.033 g,4.22 g,1.8 g,2.17 g,1.08 g,0.00 g,1.09 g,0.00 g,0.00 g,0.00 g,11.85 g,1.590 g,2.337 g,5.900 g,0.00 mg,0,0.50 g,0,0,82.65 g,0.5985
"McDONALD'S, Sausage McGRIDDLES",100 g,312,18g,5.4g,24mg,737.00 mg,0,37.00 mcg,0,3.082 mg,0.384 mg,0.156 mg,0.209 mg,0.00 IU,0,0,0,0,0,0,0.27 mcg,0.108 mg,0.0 mg,0,0,0,0,63.00 mg,0.079 mg,1.42 mg,14.00 mg,0.198 mg,316.00 mg,145.00 mg,0,0.76 mg,8.41 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25 g,1.0 g,11.23 g,0.14 g,0.00 g,3.91 g,0.54 g,0.48 g,6.16 g,17.76 g,5.435 g,7.532 g,2.591 g,24.00 mg,0,2.47 g,0,0,40.11 g,1.4497
"Snacks, cheese-flavor, popcorn",100 g,526,33g,6.4g,11mg,889.00 mg,15.3 mg,11.00 mcg,0.00 mcg,1.453 mg,0.461 mg,0.241 mg,0.124 mg,140.00 IU,8.00 mcg,40.00 mcg,62.00 mcg,0.00 mcg,1002.00 mcg,0,0.53 mcg,0.235 mg,0.5 mg,0.00 IU,3.82 mg,3.82 mg,8.2 mcg,113.00 mg,0.140 mg,2.24 mg,91.00 mg,0.713 mg,361.00 mg,261.00 mg,12.0 mcg,2.01 mg,9.30 g,0.580 g,0.391 g,0.718 g,0.160 g,1.729 g,0.308 g,0.252 g,0,0.402 g,1.024 g,0.443 g,0.191 g,0.405 g,0.743 g,0.446 g,0.417 g,0.094 g,0.349 g,0.489 g,51.60 g,9.9 g,0.79 g,0,0,0,0,0,0,33.20 g,6.410 g,9.700 g,15.370 g,11.00 mg,0.0 g,3.40 g,0.00 mg,0.00 mg,2.50 g,0.8911
Vegetarian meatloaf or patties,100 g,197,9g,1.4g,0,550.00 mg,73.1 mg,78.00 mcg,0.00 mcg,10.000 mg,0,0.600 mg,0.900 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.40 mcg,1.200 mg,0.0 mg,0.00 IU,1.73 mg,1.73 mg,0.0 mcg,29.00 mg,0.706 mg,2.10 mg,18.00 mg,0,344.00 mg,180.00 mg,0.8 mcg,1.80 mg,21.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00 g,4.6 g,1.20 g,0,0,0,0,0,0,9.00 g,1.425 g,2.188 g,4.666 g,0.00 mg,0.0 g,4.00 g,0.00 mg,0.00 mg,58.00 g,1.0773
"Pheasant, total edible, cooked",100 g,239,12g,3.9g,89mg,43.00 mg,85.8 mg,5.00 mcg,0.00 mcg,7.530 mg,0,0.180 mg,0.070 mg,190.00 IU,57.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.72 mcg,0.750 mg,2.3 mg,7.00 IU,0.27 mg,0.27 mg,4.9 mcg,16.00 mg,0.084 mg,1.43 mg,22.00 mg,0,242.00 mg,271.00 mg,20.7 mcg,1.37 mg,32.40 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,12.10 g,3.908 g,5.627 g,1.185 g,89.00 mg,0.0 g,1.30 g,0.00 mg,0.00 mg,54.20 g,3.99
